ip,hostname,city,region,country,loc,org,postal,timezone,anycast
137.222.0.80,xerte.bris.ac.uk,Bristol,England,GB,"51.4552,-2.5966",AS786 Jisc Services Limited,BS1,Europe/London,
61.238.198.207,061238198207.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
14.32.80.76,,Seoul,Seoul,KR,"37.5660,126.9784",AS4766 Korea Telecom,03141,Asia/Seoul,
72.172.208.213,72-172-208-213.fidnet.com,Sullivan,Missouri,US,"38.2081,-91.1604",AS11976 Fidelity Communication International Inc.,63080,America/Chicago,
58.177.50.44,058177050044.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
159.196.244.132,,Melbourne,Victoria,AU,"-37.8140,144.9633",AS4764 Aussie Broadband,3000,Australia/Melbourne,
203.75.172.64,203-75-172-64.hinet-ip.hinet.net,Taichung,Taiwan,TW,"24.1469,120.6839",AS3462 Data Communication Business Group,,Asia/Taipei,
112.119.150.179,n112119150179.netvigator.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS4760 HKT Limited,,Asia/Hong_Kong,
195.32.125.248,host248-125-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
137.119.87.210,137-119-87-210.peoplescom.net,Mineola,Texas,US,"32.6632,-95.4883",AS40317 Peoples Communications Inc.,75773,America/Chicago,
61.92.182.24,061092182024.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
1.121.131.192,cpe-1-121-131-192.sb06.sa.asp.telstra.net,Adelaide,South Australia,AU,"-34.9287,138.5986",AS1221 Telstra Corporation Ltd,5000,Australia/Adelaide,
205.240.66.155,,Santa Anna,Texas,US,"31.7421,-99.3217",AS18618 west central wireless,76878,America/Chicago,
208.123.240.212,dsl-240-212.geneseo.net,Colona,Illinois,US,"41.4839,-90.3532",AS15129 Geneseo Telephone Company,61241,America/Chicago,
14.198.180.97,014198180097.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS10103 HK Broadband Network Ltd.,,Asia/Hong_Kong,
14.136.50.37,014136050037.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
123.203.99.240,123203099240.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
167.89.220.61,,Alba,Texas,US,"32.7929,-95.6344",AS40317 Peoples Communications Inc.,75410,America/Chicago,
24.194.227.228,cpe-24-194-227-228.nycap.res.rr.com,Saratoga Springs,New York,US,"43.0831,-73.7846",AS11351 Charter Communications Inc,12866,America/New_York,
110.141.240.17,cpe-110-141-240-17.static.nsw.bigpond.net.au,Sydney,New South Wales,AU,"-33.8678,151.2073",AS1221 Telstra Corporation Ltd,1001,Australia/Sydney,
14.198.126.205,014198126205.ctinets.com,Tseung Kwan O,Sai Kung,HK,"22.3279,114.2499",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
123.3.152.134,123-3-152-134.dyn.ip.vocus.au,Melbourne,Victoria,AU,"-37.8140,144.9633",AS9443 Vocus Retail,3000,Australia/Melbourne,
66.63.232.12,inet-66-63-232-12.industryinet.com,Houston,Texas,US,"29.7633,-95.3633","AS32262 Industry I-Net, Inc.",77002,America/Chicago,
217.147.170.194,,Stoianka,Kiev,UA,"50.4530,30.2266",AS198227 New Telecom Ltd,01001,Europe/Kyiv,
17.253.29.139,uklon5-edge-bx-027.a.aaplimg.com,Slough,England,GB,"51.5095,-0.5954",AS6185 Apple Inc.,SL1,Europe/London,
137.25.7.142,137-025-007-142.res.spectrum.com,Los Angeles,California,US,"34.1121,-118.2594",AS20115 Charter Communications,90039,America/Los_Angeles,
59.148.86.60,059148086060.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
116.240.172.153,116-240-172-153.sta.wbroadband.net.au,Melbourne,Victoria,AU,"-37.8140,144.9633",AS9443 Vocus Retail,3000,Australia/Melbourne,
14.199.102.197,014199102197.ctinets.com,Tseung Kwan O,Sai Kung,HK,"22.3279,114.2499",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
198.68.208.137,198-68-208-137.web-access.net,Coleman,Texas,US,"31.8274,-99.4265",AS18618 west central wireless,76834,America/Chicago,
162.255.185.91,91.185.255.162.in-addr.arpa.dsldhcp.westco.net,Cassville,West Virginia,US,"39.6656,-80.0637",AS40794 Westco Internet,26527,America/New_York,
109.164.33.11,,Prague,Prague,CZ,"50.0880,14.4208","AS44489 STARNET, s.r.o.",110 00,Europe/Prague,
153.229.136.245,p4963245-ipxg00p01osakachuo.osaka.ocn.ne.jp,Osaka,Ōsaka,JP,"34.6937,135.5022",AS4713 NTT Communications Corporation,543-0062,Asia/Tokyo,
69.58.128.192,,Molalla,Oregon,US,"45.1473,-122.5770",AS18516 Molalla Communications Systems Inc.,97038,America/Los_Angeles,
99.119.122.185,99-119-122-185.lightspeed.cicril.sbcglobal.net,Chicago,Illinois,US,"41.8500,-87.6500","AS7018 AT&T Services, Inc.",60666,America/Chicago,
132.147.216.193,132.147.216.193.marktwain.net,Kansas City,Missouri,US,"39.0997,-94.5786",AS10750 Mark Twain Rural Telephone Co.,64106,America/Chicago,
144.6.69.128,,Melbourne,Victoria,AU,"-37.8140,144.9633",AS4764 Aussie Broadband,3000,Australia/Melbourne,
138.19.41.122,138019041122.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
154.27.17.101,,New York City,New York,US,"40.7143,-74.0060","AS29852 Honest Networks, LLC",10001,America/New_York,
208.126.79.170,casy-3-208-126-79-170.dsl.netins.net,Adair,Iowa,US,"41.5005,-94.6436",AS5056 Aureon Network Services,50002,America/Chicago,
60.227.138.217,cpe-60-227-138-217.nb02.nsw.asp.telstra.net,Sydney,New South Wales,AU,"-33.8678,151.2073",AS1221 Telstra Corporation Ltd,1001,Australia/Sydney,
101.184.134.236,cpe-101-184-134-236.nb04.nsw.asp.telstra.net,Sydney,New South Wales,AU,"-33.8678,151.2073",AS1221 Telstra Corporation Ltd,1001,Australia/Sydney,
178.219.174.146,,Simferopol,Crimea,UA,"44.9572,34.1108","AS42239 Ltd. ""Cypher""",52413,Europe/Simferopol,
45.17.217.225,45-17-217-225.lightspeed.rcsntx.sbcglobal.net,Frisco,Texas,US,"33.1507,-96.8236","AS7018 AT&T Services, Inc.",75034,America/Chicago,
195.32.112.178,host178-112-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
210.6.184.40,210006184040.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
71.27.103.126,,Los Angeles,California,US,"34.0522,-118.2437","AS7922 Comcast Cable Communications, LLC",90009,America/Los_Angeles,
143.238.79.83,cpe-143-238-79-83.nb07.nsw.asp.telstra.net,Sydney,New South Wales,AU,"-33.8678,151.2073",AS1221 Telstra Corporation Ltd,1001,Australia/Sydney,
210.6.156.242,210006156242.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
93.21.230.32,32.230.21.93.rev.sfr.net,Saint-Étienne-du-Rouvray,Normandy,FR,"49.3779,1.1047",AS15557 Societe Francaise Du Radiotelephone - SFR SA,76800,Europe/Paris,
218.214.92.150,150.92.214.218.sta.wbroadband.net.au,Sydney,New South Wales,AU,"-33.8678,151.2073",AS9443 Vocus Retail,1001,Australia/Sydney,
209.203.133.175,,Nucla,Colorado,US,"38.2694,-108.5479",AS30688 FastTrack Communications Inc.,81424,America/Denver,
85.173.115.215,net-85-173-115-215.kbrnet.ru,Nalchik,Kabardino-Balkariya Republic,RU,"43.4981,43.6189",AS43132 PJSC Rostelecom,360000,Europe/Moscow,
73.26.212.63,,Albuquerque,New Mexico,US,"35.0845,-106.6511","AS7922 Comcast Cable Communications, LLC",87102,America/Denver,
61.16.94.14,,Singapore,Singapore,SG,"1.2897,103.8501",AS23856 SPTEL PTE. LTD.,018989,Asia/Singapore,
213.33.185.99,,Moscow,Moscow,RU,"55.7522,37.6156","AS3216 PJSC ""Vimpelcom""",101000,Europe/Moscow,
137.118.90.3,137-118-90-3.peoplescom.net,Forney,Texas,US,"32.7482,-96.4719",AS40317 Peoples Communications Inc.,75126,America/Chicago,
125.168.80.18,18.80.168.125.sta.wbroadband.net.au,Brisbane,Queensland,AU,"-27.4679,153.0281",AS9443 Vocus Retail,4000,Australia/Brisbane,
58.176.18.79,058176018079.ctinets.com,Tseung Kwan O,Sai Kung,HK,"22.3279,114.2499",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
45.90.2.119,ip-45-90-2-119.netusinternet.pl,Targanice,Lesser Poland,PL,"49.8058,19.3244",AS203140 NETUS Renata Gieruszczak-Fikus,34-120,Europe/Warsaw,
17.253.17.33,usscz2-edge-bx-017.aaplimg.com,Santa Clara,California,US,"37.3541,-121.9552",AS6185 Apple Inc.,95050,America/Los_Angeles,
185.150.238.46,46.238.150.185.ip4.akomp.com.pl,Bydgoszcz,Kujawsko-Pomorskie,PL,"53.1987,17.9420",AS206758 Akomp Systemy Informatyczne Sp. z o.o.,85-482,Europe/Warsaw,
1.156.225.95,,Brisbane,Queensland,AU,"-27.4679,153.0281",AS1221 Telstra Corporation Ltd,4000,Australia/Brisbane,
137.119.86.201,137-119-86-201.peoplescom.net,Mineola,Texas,US,"32.6632,-95.4883",AS40317 Peoples Communications Inc.,75773,America/Chicago,
221.117.187.215,221x117x187x215.ap221.ftth.ucom.ne.jp,Saitama,Saitama,JP,"35.9081,139.6566",AS17506 ARTERIA Networks Corporation,330-0046,Asia/Tokyo,
108.76.184.66,108-76-184-66.lightspeed.frokca.sbcglobal.net,Yuba City,California,US,"39.1405,-121.6169","AS7018 AT&T Services, Inc.",95991,America/Los_Angeles,
167.89.208.43,,Emory,Texas,US,"32.8746,-95.7655",AS40317 Peoples Communications Inc.,75440,America/Chicago,
154.27.17.137,,New York City,New York,US,"40.7143,-74.0060","AS29852 Honest Networks, LLC",10001,America/New_York,
167.179.189.114,167-179-189-114.a7b3bd.bne.nbn.aussiebb.net,Brisbane,Queensland,AU,"-27.4679,153.0281",AS4764 Aussie Broadband,4000,Australia/Brisbane,
195.32.124.240,host240-124-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
180.83.32.217,,Hwaseong-si,Gyeonggi-do,KR,"37.2068,126.8169",AS17858 LG POWERCOMM,18254,Asia/Seoul,
185.76.125.59,185-76-125-59.bb.schipholconnect.nl,Amstelveen,North Holland,NL,"52.3008,4.8639",AS41960 Nextpertise B.V.,1181,Europe/Amsterdam,
216.134.225.16,,Calico Rock,Arkansas,US,"36.1195,-92.1360",AS18943 YELCOT TELEPHONE COMPANY,72519,America/Chicago,
61.175.193.88,,Hangzhou,Zhejiang,CN,"30.2936,120.1614",AS4134 CHINANET-BACKBONE,,Asia/Shanghai,
81.10.246.187,cm246-187.liwest.at,Linz,Upper Austria,AT,"48.3064,14.2861",AS12605 LIWEST Kabelmedien GmbH,4020,Europe/Vienna,
120.224.84.22,,Jinan,Shandong,CN,"36.6683,116.9972","AS9808 China Mobile Communications Group Co., Ltd.",,Asia/Shanghai,
207.43.76.14,207-43-76-14.web-access.net,Santa Anna,Texas,US,"31.7421,-99.3217",AS18618 west central wireless,76878,America/Chicago,
123.200.8.122,8.122.aries.link3.net,Dhaka,Dhaka,BD,"23.7104,90.4074",AS23688 Link3 Technologies Ltd.,1000,Asia/Dhaka,
63.135.62.241,63.135.62.241.nwinternet.com,Moses Lake,Washington,US,"47.1301,-119.2781",AS13370 LocalTel Communications,98837,America/Los_Angeles,
167.89.220.114,,Emory,Texas,US,"32.8746,-95.7655",AS40317 Peoples Communications Inc.,75440,America/Chicago,
137.119.83.18,137-119-83-18.peoplescom.net,Canton,Texas,US,"32.5565,-95.8633",AS40317 Peoples Communications Inc.,75103,America/Chicago,
195.32.124.185,host185-124-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
137.119.86.129,137-119-86-129.peoplescom.net,Alba,Texas,US,"32.7929,-95.6344",AS40317 Peoples Communications Inc.,75410,America/Chicago,
23.174.48.132,,San Jose,California,US,"37.3394,-121.8950",AS399338 CENTRAL VALLEY INTERNET,95103,America/Los_Angeles,
154.27.17.107,,New York City,New York,US,"40.7143,-74.0060","AS29852 Honest Networks, LLC",10001,America/New_York,
195.32.117.6,host6-117-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
110.235.70.56,110235070056.ctinets.com,Tuen Mun,Tuen Mun,HK,"22.3917,113.9716",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
176.28.29.234,n176-28-29-234.cnet.hosteurope.de,Düsseldorf,North Rhine-Westphalia,DE,"51.2217,6.7762",AS61157 PlusServer GmbH,40210,Europe/Berlin,
60.234.229.166,dynamic.skybb.net.nz,Auckland,Auckland,NZ,"-36.8603,174.7657",AS140220 Sky Network Television Ltd,1145,Pacific/Auckland,
101.161.228.61,cpe-101-161-228-61.vb08.vic.asp.telstra.net,Melbourne,Victoria,AU,"-37.8140,144.9633",AS1221 Telstra Corporation Ltd,3000,Australia/Melbourne,
195.32.124.8,host8-124-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
176.99.184.130,176.99.184.130.inetcom.ru,Moscow,Moscow,RU,"55.7522,37.6156",AS35598 Inetcom LLC,101000,Europe/Moscow,
61.16.89.14,,Singapore,Singapore,SG,"1.2933,103.8550",AS23856 SPTEL PTE. LTD.,189562,Asia/Singapore,
38.89.159.24,,New York City,New York,US,"40.7143,-74.0060","AS29852 Honest Networks, LLC",10001,America/New_York,
195.32.123.232,host232-123-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
61.238.0.195,061238000195.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
61.93.117.86,061093117086.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
173.26.196.141,173-26-196-141.client.mchsi.com,Glenwood,Iowa,US,"41.0469,-95.7425",AS30036 Mediacom Communications Corp,51534,America/Chicago,
61.93.78.241,061093078241.ctinets.com,Sha Tin,Sha Tin,HK,"22.3833,114.1833",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
91.198.158.149,158-149.customer.interfibra.it,Campobasso,Molise,IT,"41.5595,14.6674",AS200553 Interfibra S.R.L.,86100,Europe/Rome,
199.47.253.226,mcfipu.myakkatech.com,Samoset,Florida,US,"27.3648,-82.1849","AS16803 Myakka Technologies, Inc.",34251,America/New_York,
68.91.150.243,68-91-150-243.lightspeed.chtnsc.sbcglobal.net,Mount Pleasant,South Carolina,US,"32.8674,-79.8049","AS7018 AT&T Services, Inc.",29466,America/New_York,
220.120.17.84,,Gwangju,Gyeonggi-do,KR,"37.4107,127.2613",AS4766 Korea Telecom,12757,Asia/Seoul,
61.239.238.141,061239238141.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
120.156.155.210,cpe-120-156-155-210.vb09.vic.asp.telstra.net,Melbourne,Victoria,AU,"-37.8140,144.9633",AS1221 Telstra Corporation Ltd,3000,Australia/Melbourne,
123.202.79.33,123202079033.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
220.116.1.180,,Seoul,Seoul,KR,"37.5660,126.9784",AS4766 Korea Telecom,03141,Asia/Seoul,
38.89.159.247,,New York City,New York,US,"40.7143,-74.0060","AS29852 Honest Networks, LLC",10001,America/New_York,
137.118.249.204,137-118-249-204.peoplescom.net,Emory,Texas,US,"32.8746,-95.7655",AS40317 Peoples Communications Inc.,75440,America/Chicago,
101.177.72.162,cpe-101-177-72-162.sb05.sa.asp.telstra.net,Adelaide,South Australia,AU,"-34.9287,138.5986",AS1221 Telstra Corporation Ltd,5000,Australia/Adelaide,
162.79.29.35,,Fort Collins,Colorado,US,"40.5473,-105.1076",AS4152 USDA,80526,America/Denver,
50.76.118.66,50-76-118-66-static.hfc.comcastbusiness.net,Grantley,Pennsylvania,US,"39.9404,-76.7291","AS7922 Comcast Cable Communications, LLC",17403,America/New_York,
167.89.217.200,,Gun Barrel City,Texas,US,"32.3346,-96.1514",AS40317 Peoples Communications Inc.,75143,America/Chicago,
68.168.207.184,,Quinlan,Texas,US,"32.9104,-96.1355",AS40317 Peoples Communications Inc.,75474,America/Chicago,
173.225.13.71,host-173-225-13-71.madisoncounty.net,Huntsville,Arkansas,US,"36.0862,-93.7413",AS46979 Madison County Telephone Company,72740,America/Chicago,
91.206.92.189,torn.reviviye.nl,Novosibirsk,Novosibirsk Oblast,RU,"55.0415,82.9346",AS49392 LLC Baxet,630000,Asia/Novosibirsk,
120.158.15.48,cpe-120-158-15-48.vb08.vic.asp.telstra.net,Hobart,Tasmania,AU,"-42.8794,147.3294",AS1221 Telstra Corporation Ltd,7000,Australia/Hobart,
87.19.178.200,host-87-19-178-200.retail.telecomitalia.it,L'Aquila,Abruzzo,IT,"42.3505,13.3995",AS3269 Telecom Italia S.p.A.,67100,Europe/Rome,
66.206.199.246,,Lenexa,Kansas,US,"38.9536,-94.7336",AS19551 Incapsula Inc,66215,America/Chicago,
61.16.83.146,,Singapore,Singapore,SG,"1.2897,103.8501",AS23856 SPTEL PTE. LTD.,018989,Asia/Singapore,
173.224.17.135,173-224-17-135.ptcnet.net,Pierce,Nebraska,US,"42.1992,-97.5267","AS46328 Four-U Technologies, LLC",68767,America/Chicago,
17.253.69.15,jptyo5-edge-bx-008.b.aaplimg.com,Tokyo,Tokyo,JP,"35.6895,139.6917",AS6185 Apple Inc.,101-8656,Asia/Tokyo,
154.27.24.148,,New York City,New York,US,"40.7185,-74.0025","AS29852 Honest Networks, LLC",10013,America/New_York,
211.220.39.147,,Busan,Busan,KR,"35.0954,129.0439",AS4766 Korea Telecom,49004,Asia/Seoul,
73.27.33.189,c-73-27-33-189.hsd1.fl.comcast.net,Brandon,Florida,US,"27.9378,-82.2859","AS7922 Comcast Cable Communications, LLC",33509,America/New_York,
64.253.79.44,inet-64-253-79-44.industryinet.com,Carmine,Texas,US,"30.1494,-96.6861","AS32262 Industry I-Net, Inc.",78932,America/Chicago,
17.253.83.25,uslax1-edge-bx-013.a.aaplimg.com,Los Angeles,California,US,"34.0522,-118.2437",AS6185 Apple Inc.,90009,America/Los_Angeles,
17.253.53.59,nlams2-edge-bx-030.aaplimg.com,Amsterdam,North Holland,NL,"52.3740,4.8897",AS6185 Apple Inc.,1012,Europe/Amsterdam,
159.196.147.194,159-196-147-194.9fc493.syd.nbn.aussiebb.net,Sydney,New South Wales,AU,"-33.8678,151.2073",AS4764 Aussie Broadband,1001,Australia/Sydney,
149.106.157.161,,H̱olon,Tel Aviv,IL,"32.0103,34.7792","AS6810 ""Bezeq""- THE ISRAEL TELECOMMUNICATION CORP. LTD.",,Asia/Jerusalem,
50.216.108.72,,Hayward,California,US,"37.6688,-122.0808","AS7922 Comcast Cable Communications, LLC",94541,America/Los_Angeles,
167.89.232.249,,Quitman,Texas,US,"32.7960,-95.4511",AS40317 Peoples Communications Inc.,75783,America/Chicago,
183.178.131.27,183178131027.ctinets.com,Hong Kong,Central and Western,HK,"22.2783,114.1747",AS9269 Hong Kong Broadband Network Ltd.,,Asia/Hong_Kong,
147.236.125.140,dynamic-141-226-125-140.itc.net.il,Rishon LeTsiyyon,Central District,IL,"31.9710,34.7894",AS202940 ITC NG ltd,,Asia/Jerusalem,
14.132.149.108,14-132-149-108.area7b.commufa.jp,Nagoya,Aichi,JP,"35.1815,136.9064","AS18126 Chubu Telecommunications Company, Inc.",460-0002,Asia/Tokyo,
203.7.171.122,,Curug,Banten,ID,"-6.2658,106.5564",AS55691 Universitas Multimedia Nusantara,,Asia/Jakarta,
176.28.29.142,n176-28-29-142.cnet.hosteurope.de,Düsseldorf,North Rhine-Westphalia,DE,"51.2217,6.7762",AS61157 PlusServer GmbH,40210,Europe/Berlin,
144.76.5.101,isp3.bping.de,Sankt Augustin,North Rhine-Westphalia,DE,"50.7754,7.1970",AS24940 Hetzner Online GmbH,53757,Europe/Berlin,
195.32.117.76,host76-117-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
143.238.169.129,cpe-143-238-169-129.nb07.nsw.asp.telstra.net,Sydney,New South Wales,AU,"-33.8678,151.2073",AS1221 Telstra Corporation Ltd,1001,Australia/Sydney,
195.32.122.194,host194-122-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
17.253.21.61,usqas2-edge-bx-031.aaplimg.com,Ashburn,Virginia,US,"39.0437,-77.4875",AS6185 Apple Inc.,20147,America/New_York,
38.125.225.139,,Stamford,Connecticut,US,"41.0534,-73.5387","AS29852 Honest Networks, LLC",06901,America/New_York,
208.25.103.206,208-25-103-206.web-access.net,Santa Anna,Texas,US,"31.7421,-99.3217",AS18618 west central wireless,76878,America/Chicago,
137.118.252.28,137-118-252-28.peoplescom.net,Travis Ranch,Texas,US,"32.8036,-96.4735",AS40317 Peoples Communications Inc.,75126,America/Chicago,
203.40.177.46,cpe-203-40-177-46.nb05.nsw.asp.telstra.net,Sydney,New South Wales,AU,"-33.8678,151.2073",AS1221 Telstra Corporation Ltd,1001,Australia/Sydney,
195.32.115.79,host79-115-32-195.dimensionesrl.eu,Milan,Lombardy,IT,"45.4643,9.1895",AS202870 Dimensione S.r.l.,20121,Europe/Rome,
221.118.22.156,global221-22-156.aitai.ne.jp,Toki,Gifu,JP,"35.3500,137.1833",AS9354 Community Network Center Inc.,509-5201,Asia/Tokyo,
167.89.217.65,,Mount Pleasant,Texas,US,"33.1568,-94.9683",AS40317 Peoples Communications Inc.,75456,America/Chicago,
108.60.43.43,43.43.60.108.belairinternet.com,Santa Monica,California,US,"33.9779,-118.4525","AS23316 Bel Air Internet, LLC",90292,America/Los_Angeles,
17.253.53.17,nlams2-edge-bx-009.aaplimg.com,Amsterdam,North Holland,NL,"52.3740,4.8897",AS6185 Apple Inc.,1012,Europe/Amsterdam,
203.51.36.74,cpe-203-51-36-74.ab01.act.asp.telstra.net,Sydney,New South Wales,AU,"-33.8678,151.2073",AS1221 Telstra Corporation Ltd,1001,Australia/Sydney,
221.165.185.135,,Osan,Gyeonggi-do,KR,"37.1522,127.0706",AS4766 Korea Telecom,18115,Asia/Seoul,
124.189.238.204,cpe-124-189-238-204.vb11.vic.asp.telstra.net,Melbourne,Victoria,AU,"-37.8140,144.9633",AS1221 Telstra Corporation Ltd,3000,Australia/Melbourne,
162.246.11.109,162-246-11-109.dyn.novuscom.net,Vancouver,British Columbia,CA,"49.2497,-123.1193",AS40029 Novus Entertainment Inc.,V5Y,America/Vancouver,
17.253.119.31,usrtv2-edge-bx-008.aaplimg.com,Reston,Virginia,US,"38.9687,-77.3411",AS6185 Apple Inc.,20190,America/New_York,
38.105.255.29,,New York City,New York,US,"40.7443,-73.9781","AS29852 Honest Networks, LLC",10016,America/New_York,
17.253.13.37,usmia1-edge-bx-019.aaplimg.com,Miami,Florida,US,"25.7743,-80.1937",AS6185 Apple Inc.,33101,America/New_York,
101.190.246.126,cpe-101-190-246-126.nb15.nsw.asp.telstra.net,Sydney,New South Wales,AU,"-33.8678,151.2073",AS1221 Telstra Corporation Ltd,1001,Australia/Sydney,
